教学生如何控制情绪,假期里怎样让孩子爱上阅读？,"全艺老师解答：
《语文课程标准》要求：“1至2年级学生课外阅读量不少于5万字，3至4年级学生课外阅读量不少于40万字，5至6年级学生课外阅读量不少于100万字”。阅读能力是学生应该具备的一个重要素质。
为了让学生爱上阅读，我主要从以下几方面着手：
一、创造愉悦的阅读环境
教室书柜旁，我开辟出一片阅读区，铺上软垫，学生三五成群地在早读或午间自习时，围坐在一起阅读。每天课代表抄写一首没有学过的古诗，名篇名著中的一段精彩段落，我和学生们彼此分享，这是无声的教育。不失热情、趣味和欢乐之情，学生在浓浓的读书氛围中，从而自觉地进行阅读活动。
为了培养学生坚持阅读的习惯，建议家长在家中创建阅读环境，同时教给家长买书的学问。买书时尽量让孩子自选，或用奖励的方式去选书。再通过可以给孩子买一个单独的书柜，准备不同类型和风格的儿童书籍，上面摆满自己喜欢看的书，家长老师推荐的书，让孩子在家里随时都能找到合适的书去读。
让学生爱上阅读并非是一件易事，它不可能立竿见影。它需要老师的循循善诱，持之以恒。只要坚持不懈地激发学生的读书兴趣，培养良好的阅读习惯，掌握正确的阅读方法，读书就逐渐成为自觉行为。阅读让孩子们在知识的海洋中自由自在的遨游，为孩子们撑起一片多彩的蓝天。
二、激发良好的阅读兴趣
有了兴趣，才能从内心深处对阅读产生主动需要。因此，我大力激发学生的阅读动机，使他们在头脑中将阅读与乐趣相联系，让他们愉悦地进行阅读，快乐地接受自己想要学习的语文知识。培养良好的阅读兴趣从课堂开始。
1、	借熟悉的故事激发阅读兴趣。提及学生耳熟能详的故事进行教育，引起学生的共鸣，如《伊索寓言》、《安徒生童话》等。
2、	用生动的语言激发阅读兴趣。通过自己声情并茂的朗读，向学生简介要读的文章内容。
3、	选精彩的情节激发阅读兴趣。课堂学习中，遇到情节紧张，故事跌宕的文本时，我就与一些课外书籍进行关联，埋下伏笔创设悬念，让学生产生好奇心。
4、	以榜样的力量激发阅读兴趣。平时，我有意识地向学生介绍老舍、鲁迅、冰心等名人热爱读书的一些故事，讲述中外名人小故事，介绍人物传记。
5、	充分利用教材中好读书的例子把读书的益处展示在学生的面前，学生明白了古今往来，凡对人类有作为的，无不是博览群书、勤奋学习的结果。
三、培养良好的阅读习惯
1、	专心致志。每次读书时间依年龄不同，而专注的时间不同。
2、	持之以恒。课堂阅读是课外阅读的基础，课外阅读则是课堂阅读的延伸，教师在教学中应很好地发挥教材的优势，把学生的阅读兴趣延续到课外，由课内延伸课外阅读，把课堂教学与课外阅读有机地结合起来,促进课外阅读的开展。读书是一个长期坚持的过程，因此在家在校都需要留有读书的时间。
3、	雁过留痕。在阅读过程中，让学生养成“不动笔墨不读书”的习惯。随时批注或带着问题读，这样能进行有目的的阅读。
四、输出独特的阅读感受
通过班级读书活动和家庭读书活动，让学生反馈读书收获，让学生通过不同形式的输出，完整的表述自己的观点，会慢慢培养孩子的自主思考能力。学生只有畅所欲言的谈论自己所阅读的书，在互相讨论中形成自己的理解，阅读才是有价值的。因此，可以开展以下活动：
1、	书评
2、	家庭读书会
3、	阅读小组
4、	阅读存折
阅读是积累渐进的技能。你读得越多，就读得越好。读书越多，知识和知识之间就能形成连接，发挥更大的作用。深入阅读可以让学生厚积薄发，滋养身心。"
有什么好的学英语方法吗或学英语的诀窍,学生遇到一点小事情就爱发脾气，一有点不顺心就哭，总是觉得大家应该围着他转，如何帮助孩子学会控制情绪？,"朱虹老师解答：看到情绪背后的需求，塑造利于发展的行为。生活即表达，情绪是一种表达用语，诉说着内心的期待与渴望。
对于事件的想法决定了情绪，对于事件的应对可能源于情绪，反过来还会作用于情绪；每种情绪的产生都有其生理、心理的价值，都是对内外刺激的一种反应。即使是焦虑、恐惧、愤怒等负性情绪，同样有其存在的意义，是一种信号、一种防御、一种调整，是个体自我保护的一种机制；每种情绪都是一种力量，这种力量要么向内、要么向外，常从其引发的行为中释放出来。
情绪管理高手在外部刺激到来时会接纳情绪，对话自己的想法，调控自己的应对，争取建设性而非破坏性的结果，全程对自己的情绪负责。
青少年、儿童的情绪辅导，要考虑其身心发展阶段及情绪情感特点，主要工作是正向培养，面对一些特质比较相似，如容易发脾气的孩子，或阶段中的群体，如大考前的高焦虑学生要疏导困扰，针对个别学生有时要矫正情绪障碍。基于此，教师要澄清观点，把握好态度，用发展性眼光看待孩子的情绪管理能力有待提高的现状，用多样的辅导策略展开工作。
结合“学生遇到一点小事情就爱发脾气，一有点不顺心就哭，总是觉得大家应该围着他转，我该怎样教会他控制自己的情绪？”这一问题，多位老师贡献了经验和思考，一起梳理出了情绪辅导的个案工作思路。
一、追根朔源找原因
AIR、徐生等几位老师建议先从了解和分析入手，施艳琳老师提出这种状况与家庭教育有直接关系，班主任可直接与家长交流，了解学生的家庭情况。一般来说，不同的家庭关系、教养方式、父母态度，如过高或过低的期望，亲子间缺乏沟通和理解，过分严厉或过度保护会影响孩子性格特点的形成，进一步导致他的行为选择。黄锭佳老师班上的小叶同学，敏感于同学的“嘲笑”，发怒——攻击——纠结不放，这一连串的反应，也需从家庭、个人、学校等多方面寻找症结。
情绪问题大多源于关注的获得状况、需求的满足状况、自主性的养成状况。所以，耐下心来，看看孩子发脾气或哭是因为自信不足又害怕学习、表现达不到家长和老师的要求呢？还是缺乏交往技能、参与能力，担心大家不理他或对集体没有贡献？抑或想得到大家更多的关注，又不善表现及表达？
心理学家阿德勒认为，人是社会性动物。人一生下来就是社会群体的一部分，且会随之产生一些重要的心理需求。比如人要寻求团体归属感，在团体中占一席之地，以及被团体中其他成员所尊重和接纳的心理需求。阿德勒把这些重要的心理需求称为社会兴趣。人终生都在寻求归属感和团体地位。孩子的偏差行为正是因为他没有被团体所接纳和尊重，能力没有发挥，也没有对团体有所贡献造成的。想获得注意、认可而不得，孩子内心的愤怒、委屈、不安、焦虑是可以想见的。
举个例子：小学二年级的轩轩如果与同学有了矛盾，就会向旁边的人乱发脾气。可是这个周二的早上，同学推了他一把，他并没有发脾气。轩轩心情好的时候，比较能容忍一些小摩擦，而且乐于协助老师与同学。再进一步询问他星期二早上到校之前的情形，发现那天早上他与妈妈在一起一直很愉快，而不是像平常一样，因为动作慢吞吞而被妈妈催促、责骂。只要轩轩与妈妈有放松、自然的互动，他对同学就会更有耐心，也就是他有能力保持冷静和好行为。找到了这样的联系，是不是有助于辅导方案的制定呢？
二、辅导有方提情商
从心理卫生的角度来看，成人不应无端责备学生的情绪感受，而应指导他们在需要的时候，将自己的情绪感受恰当表现出来，这不仅有助于情绪识别和体验，也有助于他们的情绪调整和健康。老师们的经验也集中在正向引导上，李慧老师提出要加强心理疏导，徐生、马红梅等老师建议教给学生一些调控情绪的方法，如：离开情绪现场；转移注意力以缓解消极情绪；教会学生在遇到不愉快的事情时，不要老想这件事，可以看电影、打球、下棋、唱歌、画画，或找要好的同学一起游戏等，开展多种活动，忘却烦恼，寻找快乐。李朝霞老师认为最好的做法是学生情绪起伏比较大时，先忽略他的不当发泄，以静制动，耐心陪伴，积极倾听，安抚平复后，再引领教育和指导。
学生的情绪情感是在活动和人际互动中形成与发展的。孙润萍老师建议多给孩子与人交往的机会，多交朋友，让他学会多听他人意见和感受，心境自然会变得平和，走出自我中心；学会谦让、懂得谦让，伙伴之间才能友好相处。
孟新平老师提出用情境教学的方式教。我们可以帮学生体会、分析什么样的情境让自己心情不好，不好时自己通常说了什么、做了什么，带来了什么样的影响，还有哪些不同的选择。讨论和行为训练，这样的个别辅导就很精细深入了。
面向全体学生的情绪辅导工作可以同时开展。老师可以通过情境模拟、小品表演、讨论、书写等多种形式，帮助学生辨识情绪、理解自己的情绪、增强对快乐的情绪体验、分享积极情绪、恰当地表达情绪，学会管理自己的情绪并应对困扰。再有，养成乐观的生活态度，增强自信心，改善人际关系等主题都有异曲同工之妙。
绘本工作法是刘威茜老师确定的班级工作特色，她说：“我主要选择绘本故事作为调节学生情绪问题的依托。在充分调查学生情绪不稳定的原因之后，选择合适的绘本进行阅读，再通过加入适当的游戏和戏剧元素的引入，帮助情绪不稳定的学生在同伴互助间重新找回自己”。
（情绪辅导绘本有很多，老师们可以多向搜集、广泛分享）
三、自我建设教师先
只有善于管理情绪的老师才能带出心理健康的学生，帮学生真正做自己情绪的主人。细心观察学生的情绪变化，及时询问、耐心倾听，不压制善转化，这些都有赖于老师平时学一些心理学理论与辅导技术。任莉霞老师认为先要让学生认同、喜欢、敬重老师。确实，引发情绪事件的常是冲突场景，所以，日常营建良好师生关系，才能让老师在关键时刻稳住学生，有序解决问题。
小学生自控能力差，他们的情绪表现往往更加外露并富于变化性，这是一种正常现象。中学生正处于青春期阶段，由于生理发展和心理发展的不平衡，内心冲突比较剧烈，自我认同和自我接纳比较差，情绪表现很不稳定。同时由于他们社会生活的经验比较少，还不能非常恰当表达自己的感情，往往容易与周围的人或事物发生冲突。走进学生的内心去感知他，也接受他的情绪自我调适需要时间，不急于改变，而是乐于陪伴他慢慢探索，老师的共情与无条件积极关注是始终要自我磨练的。
控制不如疏导，理解代替指责，教会学生如何表达感受和需求，助其自我调控是根本之路。同时，拓宽他的认知、增强他的自信、丰富他的生活、优化他的交往，学生一定会成为更好的人。"
学英语有什么好办法吗,学生遇到一点小事情就爱发脾气，一有点不顺心就哭，总是觉得大家应该围着他转，如何帮助孩子学会控制情绪？,"朱虹老师解答：看到情绪背后的需求，塑造利于发展的行为。生活即表达，情绪是一种表达用语，诉说着内心的期待与渴望。
对于事件的想法决定了情绪，对于事件的应对可能源于情绪，反过来还会作用于情绪；每种情绪的产生都有其生理、心理的价值，都是对内外刺激的一种反应。即使是焦虑、恐惧、愤怒等负性情绪，同样有其存在的意义，是一种信号、一种防御、一种调整，是个体自我保护的一种机制；每种情绪都是一种力量，这种力量要么向内、要么向外，常从其引发的行为中释放出来。
情绪管理高手在外部刺激到来时会接纳情绪，对话自己的想法，调控自己的应对，争取建设性而非破坏性的结果，全程对自己的情绪负责。
青少年、儿童的情绪辅导，要考虑其身心发展阶段及情绪情感特点，主要工作是正向培养，面对一些特质比较相似，如容易发脾气的孩子，或阶段中的群体，如大考前的高焦虑学生要疏导困扰，针对个别学生有时要矫正情绪障碍。基于此，教师要澄清观点，把握好态度，用发展性眼光看待孩子的情绪管理能力有待提高的现状，用多样的辅导策略展开工作。
结合“学生遇到一点小事情就爱发脾气，一有点不顺心就哭，总是觉得大家应该围着他转，我该怎样教会他控制自己的情绪？”这一问题，多位老师贡献了经验和思考，一起梳理出了情绪辅导的个案工作思路。
一、追根朔源找原因
AIR、徐生等几位老师建议先从了解和分析入手，施艳琳老师提出这种状况与家庭教育有直接关系，班主任可直接与家长交流，了解学生的家庭情况。一般来说，不同的家庭关系、教养方式、父母态度，如过高或过低的期望，亲子间缺乏沟通和理解，过分严厉或过度保护会影响孩子性格特点的形成，进一步导致他的行为选择。黄锭佳老师班上的小叶同学，敏感于同学的“嘲笑”，发怒——攻击——纠结不放，这一连串的反应，也需从家庭、个人、学校等多方面寻找症结。
情绪问题大多源于关注的获得状况、需求的满足状况、自主性的养成状况。所以，耐下心来，看看孩子发脾气或哭是因为自信不足又害怕学习、表现达不到家长和老师的要求呢？还是缺乏交往技能、参与能力，担心大家不理他或对集体没有贡献？抑或想得到大家更多的关注，又不善表现及表达？
心理学家阿德勒认为，人是社会性动物。人一生下来就是社会群体的一部分，且会随之产生一些重要的心理需求。比如人要寻求团体归属感，在团体中占一席之地，以及被团体中其他成员所尊重和接纳的心理需求。阿德勒把这些重要的心理需求称为社会兴趣。人终生都在寻求归属感和团体地位。孩子的偏差行为正是因为他没有被团体所接纳和尊重，能力没有发挥，也没有对团体有所贡献造成的。想获得注意、认可而不得，孩子内心的愤怒、委屈、不安、焦虑是可以想见的。
举个例子：小学二年级的轩轩如果与同学有了矛盾，就会向旁边的人乱发脾气。可是这个周二的早上，同学推了他一把，他并没有发脾气。轩轩心情好的时候，比较能容忍一些小摩擦，而且乐于协助老师与同学。再进一步询问他星期二早上到校之前的情形，发现那天早上他与妈妈在一起一直很愉快，而不是像平常一样，因为动作慢吞吞而被妈妈催促、责骂。只要轩轩与妈妈有放松、自然的互动，他对同学就会更有耐心，也就是他有能力保持冷静和好行为。找到了这样的联系，是不是有助于辅导方案的制定呢？
二、辅导有方提情商
从心理卫生的角度来看，成人不应无端责备学生的情绪感受，而应指导他们在需要的时候，将自己的情绪感受恰当表现出来，这不仅有助于情绪识别和体验，也有助于他们的情绪调整和健康。老师们的经验也集中在正向引导上，李慧老师提出要加强心理疏导，徐生、马红梅等老师建议教给学生一些调控情绪的方法，如：离开情绪现场；转移注意力以缓解消极情绪；教会学生在遇到不愉快的事情时，不要老想这件事，可以看电影、打球、下棋、唱歌、画画，或找要好的同学一起游戏等，开展多种活动，忘却烦恼，寻找快乐。李朝霞老师认为最好的做法是学生情绪起伏比较大时，先忽略他的不当发泄，以静制动，耐心陪伴，积极倾听，安抚平复后，再引领教育和指导。
学生的情绪情感是在活动和人际互动中形成与发展的。孙润萍老师建议多给孩子与人交往的机会，多交朋友，让他学会多听他人意见和感受，心境自然会变得平和，走出自我中心；学会谦让、懂得谦让，伙伴之间才能友好相处。
孟新平老师提出用情境教学的方式教。我们可以帮学生体会、分析什么样的情境让自己心情不好，不好时自己通常说了什么、做了什么，带来了什么样的影响，还有哪些不同的选择。讨论和行为训练，这样的个别辅导就很精细深入了。
面向全体学生的情绪辅导工作可以同时开展。老师可以通过情境模拟、小品表演、讨论、书写等多种形式，帮助学生辨识情绪、理解自己的情绪、增强对快乐的情绪体验、分享积极情绪、恰当地表达情绪，学会管理自己的情绪并应对困扰。再有，养成乐观的生活态度，增强自信心，改善人际关系等主题都有异曲同工之妙。
绘本工作法是刘威茜老师确定的班级工作特色，她说：“我主要选择绘本故事作为调节学生情绪问题的依托。在充分调查学生情绪不稳定的原因之后，选择合适的绘本进行阅读，再通过加入适当的游戏和戏剧元素的引入，帮助情绪不稳定的学生在同伴互助间重新找回自己”。
（情绪辅导绘本有很多，老师们可以多向搜集、广泛分享）
三、自我建设教师先
只有善于管理情绪的老师才能带出心理健康的学生，帮学生真正做自己情绪的主人。细心观察学生的情绪变化，及时询问、耐心倾听，不压制善转化，这些都有赖于老师平时学一些心理学理论与辅导技术。任莉霞老师认为先要让学生认同、喜欢、敬重老师。确实，引发情绪事件的常是冲突场景，所以，日常营建良好师生关系，才能让老师在关键时刻稳住学生，有序解决问题。
小学生自控能力差，他们的情绪表现往往更加外露并富于变化性，这是一种正常现象。中学生正处于青春期阶段，由于生理发展和心理发展的不平衡，内心冲突比较剧烈，自我认同和自我接纳比较差，情绪表现很不稳定。同时由于他们社会生活的经验比较少，还不能非常恰当表达自己的感情，往往容易与周围的人或事物发生冲突。走进学生的内心去感知他，也接受他的情绪自我调适需要时间，不急于改变，而是乐于陪伴他慢慢探索，老师的共情与无条件积极关注是始终要自我磨练的。
控制不如疏导，理解代替指责，教会学生如何表达感受和需求，助其自我调控是根本之路。同时，拓宽他的认知、增强他的自信、丰富他的生活、优化他的交往，学生一定会成为更好的人。"
怎么教好一年级的拼音，比如拼读音节,课堂上怎样做才能提高课堂学习效果？,提高学习效率，课前预习还是很重要，提供一些导学案。
怎么让老师和家长有效沟通，帮助孩子健康成长,怎样挽救学习不好的学生？,不可能人人都学习好，挖掘孩子的兴趣点，培养孩子在某一方面专注即可。如果是基本的学习任务都不达标，可以试着给孩子定一个他能打到的目标，慢慢引导。
如何找到孩子的闪光点,如何让家长多辅导学生完成作业，尤其是在遇到作业中的难点时，能适当的给予学生指导？最近一篇《陪娃写作业？算了吧，想来想去还是命重要》的文章刷爆了朋友圈，很多家长认为陪娃写作业，就像下凡历劫。,"张群智老师解答：引导孩子自己长大
一、一种无所不在的“陪”文化
“家长陪着孩子写作业”成为一个聚焦的教育问题，是和时代密不可分的，在我小时候，它不会成为一个问题，我们都是有很多的时间和机会自己来思考和自己长大的（心理上的成长）。而当下，陪孩子读书，陪孩子运动，陪孩子聊天，陪孩子上课……这是一个上位年龄的大人过度陪着下位的孩子长大的年代。因为大人“太在乎”孩子了，他们把生活中过多的期望和目标都聚焦在孩子身上，参与孩子的生活，无所不在。
二、“陪”文化产生的苦恼
1.学生并不完全喜欢陪
在大家探讨这个问题的时候，我接手的好几个咨询案例都是关于因为“陪”而产生的冲突。初中生因家长辞职陪伴自己课后学习而无法忍受；小学生直接找到辅导老师，倾诉自己在每天和父母聊天中，发现自己的父母很肤浅，他开始有了另外一种独特的自卑……他说，在父母没有每天陪伴自己之前，父母在自己心目中是“神”……
2.有的学生因为习惯了陪伴，在家长不陪伴的时候无法激发对任务完成的愿望
3.有的学生一旦离开陪伴，自律就成为极大的问题
三、“家长陪伴孩子成长”值得注意的问题
1.孩子永远是主体
无论是孩子写作业，还是和孩子阅读等，家长一定要知道孩子是主体。所谓的主体就是主动发展的个体。
有的家长在孩子写作业的时候不等孩子反应就训斥孩子反应太慢；不等孩子思考就直接提示作文的开头如何写，不等孩子记忆复苏，就直接把答案大声读给孩子……
现代生活的忙碌和压力使得家长自己很疲惫，所以在陪的时光里也把这种忙碌和疲惫传递给孩子，把焦虑和紧张传递给孩子，这种陪是颠覆的。家长的作用是引导，而不是替代思考。家长是助力，而不是由陪伴衍生问题。
建议：老师用情境描述和案例呈现的方式，引导家长懂得什么样的陪才是把孩子当做成长的主体。
2.没有统一的陪伴模式，适合的就是最好的
孩子的特点和个性是千差万别的，孩子在某个阶段的成长需求是各不相同的，家长的特点和自身的资源是参差不齐的，家长的陪伴没有统一的模式，适合的就是最好的。
有的孩子在读语文课文的时候特别喜欢被家长听，我们家长可以陪伴，并做到认真倾听；
有的孩子在做数学作业的时候，喜欢和自己的父亲比赛谁算得快，我们的家长可以用心去参与并多赞赏孩子的进步；有的孩子在写作文的时候，希望自己安静地写，不愿意和大人讨论，就把这份独立思考和遐想的时光给他一个人……
 建议：
老师可以引导家长了解孩子被陪伴的感受，知道孩子的真实需要和感受，这是家长如何陪伴好的前提条件，也是改善我们陪伴的基础。家长一直不知道陪伴给我们的孩子到底产生了什么样的感受，这是一直被我们忽略的问题，所以我们需要“了解”和“知道”。
老师可以和学生进行座谈，了解学生关于“家长陪伴孩子”的感受和建议。
3.创设一种环境是最好的陪伴
家长一直是孩子成长的重要心理环境。
第一，在陪伴孩子的时候，家长要用心和专注。
第二，在陪伴孩子的时候，家长要把自己还原成为儿童，耐心和充满希望。
第三，在陪伴孩子的时候，家长要适度参与，引导孩子。
第四，陪伴孩子需要连贯和连续，不要根据自己的情绪和心情来改变。
第五，陪伴孩子需要家长在陪伴中觉察自己的态度和状态，不断改善自己的陪伴。
如果我们的陪伴不是孩子需要的，如果我们的孩子需要我们减少过多的陪伴，如果我们的陪伴本身就制造了问题，那么请老师引导家长重新面对陪伴，毕竟只有我们自己成长了，我们的孩子才能很好地成长；毕竟陪伴是需要我们不断了解孩子感受的过程，是我们不断改善自己伴随孩子成长的过程。"
学生不爱写作业怎么办,怎样引导发现孩子的闪光点？,先要发自内心的欣赏，然后根据孩子的闪光点给以适当的激励。
学生怎么培养好的阅读习惯,孩子学数学没信心很吃力，你说她不会又会，但是经过转校后，分数下降厉害，真是没招～,"要分析学习差的原因。
      有的学生是学习态度不端正，对学习没有兴趣，要求老师从思想上解决问题，鼓励就是最好的方法，激发学生学习的兴趣。
       有的学生是基础差，分析理解能力有问题，要求老师采用分层方法，让不同层次的学生享受到成功的快乐。
       有的学生是不能掌握有效的学习方法。要求老师在学习中引导学生不断总结经验，方法。提高学生的学习能力。"
学生不交作业怎么办,哪些班级特色活动让孩子感受到班级的温暖？,读书、朗诵活动。
怎么样能成为一个好老师,怎样让孩子树立自信，变得活泼开朗？,1.帮助孩子充分认识自身价值，发现自身长处，增强自信心。2.多用赏识和鼓励，对孩子信任、尊重，肯定孩子的进步，及时对孩子学习和生活中的闪光点进行表扬。3.帮助孩子建立合理的成功期望值，学会客观地认识自己，不能好高骛远、急于求成，逐渐建立自信心。4.鼓励孩子多多展示自我，体验成功，这对培养自信心非常重要。
如何培养学生的数学思维能力,面对形形色色的问题学生，该如何转化教育？,俗话说：“人上一百，形形色色，林子大了，什么鸟都有”。班级里也是一样，几十个学生成绩上有优秀的、有后进的；个性上有听话的、也有调皮的。前类学生不用老师操劳，而后者却让老师们伤透脑筋，费尽心思。调皮的学生一般都 学习成绩 不是很好，对学习不感兴趣，上课不光自己不认真听讲还经常影响其他的同学，违规违纪总少不了他们的份，真有那种“一颗耗子是打破一锅汤”现象。但是，作为教师，不可能任其发展，更不可能放弃他们。如何管理好教育好这些调皮生，我们可以尝试以下一些做法。1.多沟通；2.多理解；3.多表扬；
学生不喜欢上音乐课怎么办,五年级的孩子，基础只有二年级学生的知识，这个怎么办？,这个可能要分层差异化对待了，在布置作业和要求上可能要循序渐进，慢慢来。
音乐课纪律不好，学生不喜欢上欣赏课怎么办,五年级的孩子，基础只有二年级学生的知识，这个怎么办？,这个可能要分层差异化对待了，在布置作业和要求上可能要循序渐进，慢慢来。
学生不喜欢写作业，如何让家庭作业有效又有趣呢,如何布置有效的数学作业？,每天出几道有趣的计算题。
如何布置有效又有趣的家庭作业呢,如何布置有效的数学作业？,每天出几道有趣的计算题。
如何调动孩子的学习兴趣,为什么现在的学生越来越被动学习？,因为学生的自学时间少了，教师讲得多了。为什么现在学生有很多人不爱学习？答因为学生入学早了，不准留级，授课时间多，被关闭太多，自学和玩的时间少了，没有必要的劳动。集中办学不适应农村教育了。
怎么让学生写字的姿态得到教正,对班级里的学困生怎样进行辅导？,多的话，抓准两个，课上盯住，课上没学会的知识点课下一定辅导会了，抽空再出同样的题。在做练习题的过程中，遇到此类型题，还提问这个孩子。
如何激发孩子学习的自觉性,为什么现在的学生越来越被动学习？,因为学生的自学时间少了，教师讲得多了。为什么现在学生有很多人不爱学习？答因为学生入学早了，不准留级，授课时间多，被关闭太多，自学和玩的时间少了，没有必要的劳动。集中办学不适应农村教育了。
如何引导学生学会合理管理时间,孩子作文写不具体怎么办啊？,"摘自邢艳老师解答：
关于写作，不论学生还是我们做老师的一提及此事内心都是拒绝的。但是问题终究是要解决的。
我教中高年级时，培养学生写作从兴趣入手。三年级开始，在班里开展接力日记活动，每天一人，把一天中最感兴趣的事情记录下来，实在不会写，就让学生先画下来，利用休息时间和学生谈谈画的内容，趁热打铁让学生用文字记录下来，久而久之学生可以从不写到写，从写上几十个字，到写上百十来字……这是一个循序渐进的过程。同时，班级里还有班日志，学生日记本，读后心得……一切可以记录的，在这个时期让孩子们都落在笔头上，时间久了，学生们就会有了一种习惯，拿笔就写，不论写的如何，首先敢写不拒绝。这就好比裁剪衣服，大点没关系，就怕没材料。
还有就是我带孩子们搞活动，在体验中积累生动的材料。记得六年级学生秋游挖白薯，这是一个很好的题材，学生活动归来，就让孩子们利用一节课的时间，认真的回忆活动中的每个细节，从同学、老师的表情、语言、动作，引申到人物的心里活动，在学生滔滔不绝间，在学生手舞足蹈时，生动的作文素材已经摆在了学生们的面前。真正写作起来学生不费劲了，只不过是“记豆腐帐”和下笔如有神的区别了。

再有就是读书活动，让学生记录好词好句。同时，每周必须的两次读书交流活动。这是在帮助学生提升写作的技巧，时间长了，学生的写作自成风格，班里几位写作困难者也不过只需要老师开开小灶了。

我教写作还有一个法宝就是互批互判，一篇文章写好后我会先批一遍，指出学生写作中大概的问题，然后在作文课上进行细致的指导。之后，让学生小组合作互相点评，修改，经过两轮的评价学生基本上知道了如何修改自己的作文，最后进行作文稿调试，最终上交的作文中，不论如何我都会给孩子以肯定，这样学生们才会有自信，就会对写作不拒绝敢动笔，这是进步也是克服写作障碍的起点。

总之，不论教材如何改，我教学生作文还是会在写作前出示例文，把写作方法和例文讲解有机结合起来，让学生有具体感受。真正写作中我允许学生运用一些简单的、单一的写作方法，等待时机成熟慢慢的再扩展范围。在学生的作文讲评中，我会对学生的写作方法进行讲解和分析，让写作方法得到再现和回归。经过以上的兴趣培养、材料积累和方法讲解，学生逐渐在面对写作时不再困惑了。"
如何帮助孩子更好的适应小学生活,如何与包办型家长沟通？包办型家长的特点是孩子所有的事都包办代替，本应该孩子做的事，家长也全权代替了。孩子在学校，也一味地要求老师代劳。此类家长通常对孩子过于溺爱、过度呵护，长此以往，对孩子各方面能力的发展都十分不利。让他们树立正确的教养方式，能够更好地配合育人工作。,1.从学生入学开始，制定好计划，每月进行一次自己能力比赛，在这一个月中，每天抽出一点时间在学校或者在家里进行训练。把比赛情况录制下来放给家长看，或者是在家长会上请学生进行展示，触动家长在家里也要对孩子进行自理能力的培养。并且让家长明白，越是能力强的孩子，得到的表扬与赞美会越多，孩子的越容易获得自信。<br>2.告诉家长，将来学校要举行研学旅行活动，现在不放手让孩子去做力所能及的事，这些有意的活动你的孩子是否能够参加？如果参加了，你是否更加不放心。未来的某一天，孩子终究会离开你，与其未来担忧，不如现在培养。
如何培养学生认真倾听的习惯,怎样培养学生自主学习的习惯?,"1.注重学生的主体性，引导学生养成自主学习习惯。教师要把学习的主动权交给学生，授之学习方法，让学生养成良好的预习习惯、复习习惯，构建平等合作的师生关系。
2.培养学习兴趣，调动学生课堂学习的主动性。教学过程中善于利用教材，放手让学生自己操作、实验、想象，激发学生的学习兴趣，变被动为主动学习。
3.创设问题情境，加强讨论交流。教师要积极创设问题情境，培养学生创新意识，引导学生自主探究，并为学生提供畅所欲言、各抒己见的机会，既展示自己的思维过程也培养了学生的交际能力。"
怎么样可以强化学生的心理素质,如何培养小学生养成喜欢看书的好习惯？,"1.兴趣是基石。兴趣是最好的老师，需要从小培养，家长首先要懂得孩子喜欢听什么、喜欢做什么，再顺势引发孩子读书的兴趣，多给予孩子鼓励，让孩子做到好读书、乐读书。
2.发挥榜样的作用。可以在家中设立每日读书时间，并坐在一个专门的位置读书。家长和教师平时多多读书，拓宽自己的知识面，孩子自然会耳濡目染养成读书的好习惯。
3.教师的恰当引导。随着年级升高，孩子自主阅读的能力越来越强，教师可以根据学生的兴趣、心境以及阅读能力，向学生推荐不同的书目，并指导学生感悟书中的道理、联系生活注意观察、积累好词好句等等，做到学以致用。"
怎么可以帮助学生更快更准的记住方程式,如何开发与实施家校共育课程，更好地发挥学校与家庭的育人作用，共同促进学生个体的发展？,我也得可从以下几方面实施：（1）育人论坛（学校层面）：请家长或老师谈谈自己在教育孩子或培养孩子方面比较成功的经验或做法；（2）拨云见日群（班级层面）：各班成立一个群，家长遇到一些教育孩子棘手的问题，可在班级群提出，其他家长或老师都可以解惑，这充分体现家长的智慧，这也是一种交流，一种学习；（3）育人课堂（社会层面、学校层面和班级层面）：这项活动可由所居住社区组织，或由学校组织，也可由班主任组织，内容围绕如何培养孩子拥有健康的心理，快乐的成长，同时也是告诉家长，教育孩子也是自我学习成长的过程。（4）平台学习（班级层面）：班主任可充分利用班级群，每天在群里发教育或培养孩子方面的文章，请家长关注，并时时学习。（5）家长会（班级层面）：每次的家长会应有一个主题，旨在引导家长和老师携手育生，使孩子逐步走向完美，快乐成长。其实方法还有很多，微信聊、QQ聊、电话聊等等，只要用心、用情，就能打开多种家校育人之门，轻松地开展工作。
