样组织一堂有效的一年级数学课,视频中的案例:尴尬的作业开学上第一节课《草原》，老师布置了家庭作业。为检查孩子们生字学习的情况，要求孩子回家能够听写的就听写，不能够听写的就抄写。可是第二天作业交上来，一位叫彬彬的同学却把作业写在了一张男性医院宣传稿子上，让老师哭笑不得。您是否遇到过“彬彬”这样的学生？您会怎么解决？,一盘鸡蛋饭加一个苹果，改变一个学困生！<br>这是我十年前教过的孩子，但想起改变他的过程，我还记忆犹新：胡现，是个停学后复学转到我们班的小男孩。教过他的老师对我说：教着胡现，你要多吃八斗米的饭。第一眼见到他：个头高，眼睛大，但头发长有点脏，衣着破旧，我的心情五味杂陈！由于对他了解不多，只好对他笑笑说：换了个新班级，你一定会有改变的，是吗？他连连答道：嗯嗯嗯！我一边与他闲聊一边带他进教室，给他安排座位，准备向全班同学介绍了胡现，还没开口，学生就七嘴八舌说开了。有的说：他会偷东西，他会打人；还有的说：他捣蛋得很，学习差得很！……我打断了孩子们的控诉声说：谁告诉你们的？孩子们答道：他很有名，我们知道。我说：这是以前的胡现，现在的胡现跟以前不同啦。我走到他桌前对他说：你们看，他个头高，眼睛大，这次运动会，他一定会为我们班增光添彩的。我拉起他的手说：我们一起努力改变坏习惯，好吗？他看了我一眼，笑了。其他同学鼓起掌声！接下来的日子里，他比以前变了许多，但总是改变不了打同学的坏毛病。隔三差五，总有学生来告状。我总是控制自己的情绪给他讲道理，但还是改观不大。直到有一天中午放学后，他在升旗台上玩耍，不小心脚被磁砖花了一个口子，鲜血直流！我让学生把他背到我的宿舍里，小心清洗并包扎好伤口！并炒了碗鸡蛋饭给他吃。他吃完饭后我洗了一个又大又红的苹果递给他！他接过苹果后边流泪边说：老师，我妈死后，我就从没有吃过这么香的饭，这么大的苹果啦！你真好！我可以叫你声老师妈妈吗？我听后哽咽着点点头，摸着孩子的头说：孩子，你太苦啦！是老师对你关心不够啊！听了我的话，他居然放声大哭起来。我让他哭了几分钟后才安慰他，让他细细与我诉说：原来，他家也是一个三口的幸福家庭，但二年级时母亲得癌症死后，爸爸娶了个新妈后，就一切都变了。新妈带了两个女儿嫁给他爸，他爸总是外出打工赚钱养家，新妈在家总是让他最后一个吃饭，家务活他一个人全包，还要喂猪，如果哪一样做得不合新妈的心，一告嘴，爸爸就会一顿打！久而久之就养成了许多坏习惯！我与胡现进行了两个多小时的长谈之后，他对我说：老师，从今天起，我一定要改掉坏习惯，好好学习！我说：你是个男子汉，老师相信你！<br>自那天后，胡现真的象变了个人似的，不仅上课专心听讲，课后认真完成作业，还主动承担班级事务！经过不断努力，期末考到年级的中上水平。经过后期跟踪知道，胡现也考上重是高中，但由于安庭原因，他上了职高的汽车修理，现在已经是4S店的店长啦！看到他今天的发展，我很是欣慰！,视频中的案例:尴尬的作业开学上第一节课《草原》，老师布置了家庭作业。为检查孩子们生字学习的情况，要求孩子回家能够听写的就听写，不能够听写的就抄写。可是第二天作业交上来，一位叫彬彬的同学却把作业写在了一张男性医院宣传稿子上，让老师哭笑不得。您是否遇到过“彬彬”这样的学生？您会怎么解决？
推荐您认为比较适合的亲子互动游戏,第十三周问题:你希望得到家长怎样的配合？遇到不配合的家长，你会怎样处理？有哪些方法促进老师与家长建立良好的关系?,班主任可以线下和家长沟通，了解其教育的方式和方法，如不符合教育理念，班主任要给家长分享教育方式和方法，或是推荐相关育人书籍，提升家长素养。,第十三周问题:你希望得到家长怎样的配合？遇到不配合的家长，你会怎样处理？有哪些方法促进老师与家长建立良好的关系?
如何提升学生自主管理能力？,如何培养学生自主管理能力,良好的校园文化氛围，浓厚的学习气氛，宽松的育人环境，积极向上的精神面貌，是培养学生自主学习管理的关键。在教育中，要相信孩子们的潜力是无穷的，没有爱就没有教育。爱是信任、尊重和沟通，教育是科学也是艺术，要顺其自然，积极引导，不断开发学生的自主管理能力。,如何培养学生自主管理能力
如何管理好差下生，使之进步？,教室要如何做才能从本质上改变后进生的学习态度？,邢艳老师解答：所谓的后进生有两种情况，一类是学困生，一类是问题学生。但是不论是那样的孩子，他们今天的表现一定是有所积累的，也就是每一个孩子成长过程中都有我们这些为师的不知道的故事。因此，不要急于给学生贴标签，下定义；要做到一视同仁，追根溯源。如果是习惯问题就需要做好长期的，反复的斗智斗勇的心理准备。如果是学习问题，就要深入了解，细致分析找到问题的根源，下功夫为其查漏补缺，家校合作共同促进孩子的进步。如果是学生家里的问题，那就需要因势利导，尽我们自己最大的力量，努力帮助学生逐步改善。大致总结一下工作策略：1.保护后进生的自尊心。所谓的后进生，他们具有强烈的自尊心，他们有些方面的表现虽然不怎么好，但他们不希望老师，同学用其它的目光来看他。用爱心融化后进生冰冻的“心理防线”，在师生间架起一道情感交流的桥梁。2.激起后进生感情的浪花。教师要用耐心去观察学生的一举一动，体会他所作所为的目的。以心灵的温暖，健康的情感去医治后进生心灵的创伤，真诚地帮助他们，让他们尽可能改掉身上的各种缺点和问题，同时学习更多的知识，以免留下终身遗憾。3.对症下药，因材施教关心爱护后进生，激励后进生“想学”的愿望。多找后进生谈心、编座位照顾后进生、上课要多提问后进生、耐心回答后进生的提问、当面批改差生的作业、采取“一帮一”的活动、多发现后进生的“闪光点”、多鼓励少批评等等措施，也得到了比较理想的效果。根据后进生的心理特点，激发学习兴趣，引导后进生“爱学”要想后进生由“要对我学”到“我想学”是一个十分难得可贵的进步。总而言之，教师要用心体会，真心付出，耐心了解，因材施教给予学生帮助，关键是要让学生体会到你的良苦用心，要用个人的魅力影响并改变学生。,教室要如何做才能从本质上改变后进生的学习态度？
如果提升一年级的学生自主管理能力？,如何培养学生自主管理能力,"摘自核心期刊《思想理论教育》：多途径培养学生的白主管理能力(一)分年级校内主題活动如：我们的温馨教室、学会在集体中生活、学会合作与交流、珍惜来之不易的生命等(二)学校“拓展日”活动每周六上午的学校“拓展日”,从培养学生的广泛兴趣和个性需求出发,实践“自主管理、自主学习、自主活动、自主发展”的管理理念,力求体现“开放性、选择性.综合性”的课程文化内涵并以“菜单式”活动为组织形式、以学生社团为落实裁体,通过把课程所包含的教学理念引入团队活动,让团队活动时间得到保障,空间更为广泛,内容更为深刻,载体更加实际。我们按“自主选择一自主设计一自主活动一自主评价”的课程模式,让学生积极投入到拓展日活动中来。1.自主选择。为学生提供菜单式的课程内容,学生自主选择自己喜欢的课程学习。2.自主设计。学生与教师一起选择和安排学习过程,教师对学生在课程选择中碰到的问题进行分析和辅导,不断调整选择的课程和学习目标。3.自主活动。营造多元、民主、开放的课堂氛围,让学生在合作中学习,在合作学习中体验成功的快乐。4.自主评价。通过自我评价、相互评价,辅导员评价、成果展示与记录等多种评价手段和方法来衡量不同的学生,共享快乐成长的过程。(三)自主发展目标学校制定了山中“阳光少年”的自主发展目标,即“十会”:会一样乐器(民乐、管乐等);会参加一项艺术或体育活动(中国画、舞龙舞狮、種球等);会制作一件陶艺;会读中外名著或讲一个山阳故事;会用英语与他人交流并尝试创作英语歌曲;会用电脑进行网页和音、视、动画制作;会运用所学知识解决生活中的实际问题;会开展科普类小课题研究;会主持主题队活动等自主活动;会帮助父母做一件力所能及的家务。",如何培养学生自主管理能力
怎样鼓励和树立有特长却不敢参加活动的孩子？,怎样能让没有毅力的孩子坚持学习呢？,和家长交流，让家长发挥他们的榜样作用，言传不如身教。父母热爱学习是最大的鼓励，在学习气氛浓厚的环境中长大的孩子，往往对学习有浓厚的兴趣，家长和孩子一同学习，数初入学的孩子自我的约束力差，家长可陪读一段时间，多关心孩子学习，了解孩子的作业情况并及时帮助改正错误。,怎样能让没有毅力的孩子坚持学习呢？
怎样指导一年级的孩子写好汉字？,怎样才能教好一年级的拼音，尤其是带调拼读音节。班里的学生看着声调读出来的确实另一个调。,首先把先入为主的a的四声读得让学生想起就会读。然后多练习拼读。,怎样才能教好一年级的拼音，尤其是带调拼读音节。班里的学生看着声调读出来的确实另一个调。
班级里总有些学生会违反课堂纪律，挑战校园规则。,小学六年级的学生对老师发布的任务置若罔闻，还干扰其他学生完成，不停的说些与课堂教学无关的话，与之沟通东拉西扯，哪位同仁有解决此类问题的高招？,我觉得做为一个教师应该说点实话，和做些实际的事情。这种情况我也遇到过，古人云，无规矩不成方圆。其实就是教师没有惩罚学生的权利。为什么部队没有这个情况呢！,小学六年级的学生对老师发布的任务置若罔闻，还干扰其他学生完成，不停的说些与课堂教学无关的话，与之沟通东拉西扯，哪位同仁有解决此类问题的高招？
有哪些办法去关注学生,家校沟通的策略有哪些？,建立班级微信群沟通，与老师通过微信沟通，接送孩子面对面与老师沟通，建立家园联系手册，开家长会、办家长学校，家访，家长与老师沟通不要情绪化,家校沟通的策略有哪些？
如何搞好幼小衔接，让孩子尽快适应小学一年级的学习？,怎样才能教好一年级的拼音，尤其是带调拼读音节。班里的学生看着声调读出来的确实另一个调。,首先把先入为主的a的四声读得让学生想起就会读。然后多练习拼读。,怎样才能教好一年级的拼音，尤其是带调拼读音节。班里的学生看着声调读出来的确实另一个调。
评价一节好课的标准是什么,评价一个好老师的标准是什么？,老师的本职是教书育人。好老师就是面向全体学生教好书育好人。有过硬的教育教学能力，能让学生学会他教的科目知识，使学生获得能力，学会学习、学会生存、学会交往合作的能力，尤其是让学生拥有社会主义核心价值观，有进取之心，有爱国之心，仁爱之心。总之，做新时代的“四有”老师就是好老师的标准。,评价一个好老师的标准是什么？
如何与包办型家长沟通？让他们树立正确的教养方式，能够更好地配合育人工作,如何培养低年级孩子学会认真倾听与思考??,关注每个孩子在课堂上的表现，要求他们学会倾听思考，学会将听到的转述表达出来。,如何培养低年级孩子学会认真倾听与思考??
评价一个好老师的标准是什么？,评价一个好老师的标准是什么？,老师的本职是教书育人。好老师就是面向全体学生教好书育好人。有过硬的教育教学能力，能让学生学会他教的科目知识，使学生获得能力，学会学习、学会生存、学会交往合作的能力，尤其是让学生拥有社会主义核心价值观，有进取之心，有爱国之心，仁爱之心。总之，做新时代的“四有”老师就是好老师的标准。,评价一个好老师的标准是什么？
农村的家长为什么对孩子的学习不那么关注，需要反复地做工作,农村小学的家长为什么对自己孩子的学习不是那么关注，需要班主任反复地做工作？,农村家长因为环境和文化，限制了他对孩子教育问题的认知，再加上承重的生活负担，让他们没有太多的经历去教育孩子，因此也是一种恶性循环。,农村小学的家长为什么对自己孩子的学习不是那么关注，需要班主任反复地做工作？
教师心理健康的标准是什么？,如何基于培养学生核心素养开展班级活动？,邢燕专家解答：我一直认为教育是朴素的、本真的，一个好老师一定有自己的教育原则和方式方法。习总书记2016年八一学校重要讲话中指出，教师应该做学生锤炼品格的引路人，做学生学习知识的引路人，做学生创新思维的引路人，做学生奉献祖国的引路人。所以我认为基于大力培养学生核心素养的今天，在班级管理中教师应该对学生价值观、思维、品格、身体健康、能力、公民与社会素养等方面进行正确的引领与培养。学生核心素养主要通过班级中师生的互动得以落实。重视学生个人发展的核心素养培养体系，在学生自主发展、学生个性发展、课堂教学管理、班级管理评价等方面对班级管理提出了新挑战。一、管理模式从班级管理到班级治理核心素养教育重视学生的自主发展，倡导突显学生的班级管理主体地位，由此，传统的班级管理模式面临着新的挑战。要从传统班级管理观中班主任作为单一管理主体，把班级“管住”“管死”的认识，转变成为班主任、科任教师、学生共同作为班级管理的多元主体，共同参与班级管理活动，实行民主、协作、互动式管理，充分培养学生的自我管理意识和管理能力，把班级“管活”培养学生的主人翁意识，让学生走向自我管理、自我教育，自主发展的道路。二、管理策略从重视共性到关注个性核心素养理念下的教育重视发展学生个性，认为教育应该从人的本性出发，尊重学生的差异性、独立性和自主性，使不同的学生得到合适的教育，不同的个体在原有基础上得到多方面的和谐发展。根据学生个性发展需要，班级管理活动除了考虑学生共同发展需求外，还要针对学生实际进行个性化设计：1、班级奋斗目标制定。除了设置班集体共同的奋斗目标外，还要针对学生个体实际设置适合不同学生个性发展的奋斗目标。2、班级文化设置。班级文化要体现规范与个性的并存，除了设置面向集体的基本栏目，如班牌、班训、班规等之外，还要突出反映学生个性发展的栏目内容，如学生特长展示区、心愿展示区、读书心得展示区。3、主题班会课。班主任除了根据大多数学生的思想状况设计内容之外，还要根据学生个体思想状况，细化内容设计，使所有学生都得到应有的教育。4、班级实践活动。班级实践活动设计要考虑和体现学生个性化发展需要，关注到不同学生的发展需求。5、班级管理岗位设置。班级管理岗位设置要体现适才适用原则，使每个学生都得到锻炼发展的机会。三、班级评价从一元主导到多元融合班级管理的评价要考虑以下几个方面的因素：1、评价指标多元化。核心素养体系不仅仅要考查学生语文、数学、英语等学科知识素养，还要考查学生的品行、能力、情感、价值观、公民意识、身心健康等总要素养，班级管理评价指标趋向多元化。2、评价方法技术多元化。核心素养培养体系下，学生评价的重点由分学科知识评价转向基于核心素养的多元评价，其中品行、能力、情感、价值观、公民意识、身心健康等素养的评价要求对评价方法和技术的多元化提出了新挑战。3、评价权重确定。核心素养体系中各组成部分在不同年级、不同学科学习内容中要求达到的程度都有着基本的规定，在评价的时候要准确把握各部分基本要求，确定相应的权重。,如何基于培养学生核心素养开展班级活动？
如何让传统文化走进课堂？,如何让传统文化走进课堂？（分享你的思考或者设计过的教学和活动）端午将至，软糯清香的各色粽子又开始争奇斗艳。端午节为什么要吃粽子？除了吃粽子还有哪些习俗？孩子们是否了解美味的粽子背后所隐藏的中国传统文化？中国传统文化博大精深，教师肩负着传承中华优秀传统文化的使命，如何巧妙地将其融入日常教学是每个老师需要思考的问题。,教学中，我们引导学生阅读国学经典，通过阅读塑造学生健全的人格和积极向上的人生态度；另外无论是课堂还是班级文化我们尽量走得慢一些尽量少一些功利尽最大可能守住传统营造文化氛围，通过诵读、探讨、理解、提升，增加学生作为中国人的使命感和自豪感；其次利用假期，组织学生积极实践，积极调查，充分了解当地的民俗文化和名胜古迹，使学生更好地了解中华民族古老而灿烂的传统文化，提高他们的审美情趣，陶冶他们的性情和树立爱国主义思想。,如何让传统文化走进课堂？（分享你的思考或者设计过的教学和活动）端午将至，软糯清香的各色粽子又开始争奇斗艳。端午节为什么要吃粽子？除了吃粽子还有哪些习俗？孩子们是否了解美味的粽子背后所隐藏的中国传统文化？中国传统文化博大精深，教师肩负着传承中华优秀传统文化的使命，如何巧妙地将其融入日常教学是每个老师需要思考的问题。
如何看待变相体罚,对于变相体罚，你是怎么理解的？,首先，我相信使用变相处罚的教师，大多数都想达到好的教育效果，如果这样一时冲动马上弥补就好。但我建议教师要多学习心理学知识，学会调节自己的情绪，尽避免使用这样有害学生心理健康的惩罚方法。同时希望这样的教师多学习和研究批评的艺术，让批评成为孩子成长的糖果（像陶行知先生那样。）我们要相信自己一定能找到助力的良性惩罚方法的。,对于变相体罚，你是怎么理解的？
谈谈学生发展核心素养对我们教师提出了什么新的要求吗,大家可以谈谈学生发展核心素养对我们教师提出了什么新的要求吗？谢谢,语文数学课程都有不同的核心素养，学生全面发展，培养具备适应社会的能力才是最终的目标。所以从小目标抓起，把需要具备的能力分解，逐步实现。,大家可以谈谈学生发展核心素养对我们教师提出了什么新的要求吗？谢谢
学生不小心磕伤，家长到校兴师问罪，应怎样处理较合适?,谁拿走了我的橡皮，如何处理学生偷窃行为？橡皮丢了，铅笔没了，课本不知道哪去了……由于低年级学生自控能力较弱，道德发展水平尚未健全，“偷窃”行为在学校内时有发生。教师在遇到此类事件时，视而不见？揪出真凶？还是看破不说破？教师的处理方式不当会对学生造成心理伤害，甚至使其“偷窃”行为愈演愈烈，对于学生这种不良行为，作为老师到底应该怎样处理？,尽量做好思想工作！不要给小孩子太多压力，与家长进行有效的沟通！,谁拿走了我的橡皮，如何处理学生偷窃行为？橡皮丢了，铅笔没了，课本不知道哪去了……由于低年级学生自控能力较弱，道德发展水平尚未健全，“偷窃”行为在学校内时有发生。教师在遇到此类事件时，视而不见？揪出真凶？还是看破不说破？教师的处理方式不当会对学生造成心理伤害，甚至使其“偷窃”行为愈演愈烈，对于学生这种不良行为，作为老师到底应该怎样处理？
如何处理学生偷窃行为？,谁拿走了我的橡皮，如何处理学生偷窃行为？橡皮丢了，铅笔没了，课本不知道哪去了……由于低年级学生自控能力较弱，道德发展水平尚未健全，“偷窃”行为在学校内时有发生。教师在遇到此类事件时，视而不见？揪出真凶？还是看破不说破？教师的处理方式不当会对学生造成心理伤害，甚至使其“偷窃”行为愈演愈烈，对于学生这种不良行为，作为老师到底应该怎样处理？,"有些孩子拿了别人东西,一旦被发现后,最担心的就是怕老师告诉家长,这时我们可能很矛盾,如果告诉了家长,学生一定要受皮肉之苦,学生从此就会不相信老师,这样不但达不到教育目的,还让以后的教育工作更难做了。面对难以抉择的境地,首先要将偷摸这件事情控制在一定范围内,不要扩大事态,这样对学生以后的发展不利,家长也十分难堪。一定要通知家长,也要做好家长的思想工作,让他不要体罚学生,引导家长和自己的孩子好好谈,而不是一味的用武力征服。",谁拿走了我的橡皮，如何处理学生偷窃行为？橡皮丢了，铅笔没了，课本不知道哪去了……由于低年级学生自控能力较弱，道德发展水平尚未健全，“偷窃”行为在学校内时有发生。教师在遇到此类事件时，视而不见？揪出真凶？还是看破不说破？教师的处理方式不当会对学生造成心理伤害，甚至使其“偷窃”行为愈演愈烈，对于学生这种不良行为，作为老师到底应该怎样处理？
改掉学生做事拖拖拉垃的坏习惯,怎样改掉学生做事拖拖拉垃的坏习惯,孩子出现这种情况，必须与家长沟通，这种拖拉的习惯与家庭教育有关。家校合力，才能慢慢改掉孩子拖拉的坏习惯。,怎样改掉学生做事拖拖拉垃的坏习惯
班级里的孩子成绩差异大该怎么办,班级里的孩子成绩差异大该怎么办？班级里的孩子成绩有好有坏，入学时都差不多，到了中高年级差距不断拉大，出现两极分化。教学进度稍微快点，有些孩子跟不上；照顾到部分孩子，成绩好的孩子觉得没意思。难啊！班级里的孩子成绩差异大，甚至两极分化，我该如何教学？,现在的两极分化从低段就很明显了！有的孩子学前已经有大量的识字或课外班学习经验，行为习惯也较好，而有的孩子却是一张白纸，这很正常！但最头疼的事一部分学生的行为习惯还很差，随意性极强，想动，想说话，想出教室都像在家里一样。与家长沟通，得到的回答是“我们也管不了。”面对这些孩子，我总是不厌其烦的和他们腻在一起，玩耍、游戏、讲故事、聊天……让他们喜欢和我在一起。然后鼓励性的提出要求，指导他们一步步的养成好的学习习惯和生活习惯。其次，我还尝试在班级分出不同的小组，一组学习比较自觉、理解力强的，一组学习困难、需要督促的。课堂上对他们提出不同的要求，从而达到分层提高的目的;辅导时，首先对有困难的同学作业面批面改，指导孩子改正错误，对学有余力的则提出其他的要求。小组活动交流时，让两个小组交叉，形成带动模式。作业布置时，直接安排那几组做什么，避免个别布置给孩子的心理压力，同时也能根据学情进行巩固提高。注重家校联系很重要。给这类学习上有困难的孩子家长交流也要有步骤，每次都提一大堆问题，他们也无所适从。所以，每次请他们和我一起培养某一个习惯，关注一个学习细节，他们乐于接受，可操作性也强。长此以往，家校合力，一定会有进步的！,班级里的孩子成绩差异大该怎么办？班级里的孩子成绩有好有坏，入学时都差不多，到了中高年级差距不断拉大，出现两极分化。教学进度稍微快点，有些孩子跟不上；照顾到部分孩子，成绩好的孩子觉得没意思。难啊！班级里的孩子成绩差异大，甚至两极分化，我该如何教学？
孩子爱写作业的动力培养,如何激发孩子们读书的兴趣？,班级里可以举行读书活动，如讲故事比赛、朗读比赛等，激发学生读书欲望！,如何激发孩子们读书的兴趣？
怎样让学习成为孩子的一种习惯,怎样让学习成为孩子的一种习惯？——分享学习自觉性应如何培养。上课不听，下课疯玩，放学不写作业……什么都喜欢，就是不爱学习。坐在书桌前就犯困，吃饭一餐不落下。学习已经成为终身的行为，从小培养孩子的学习自觉性十分必要。怎样让学习像吃饭睡觉一样，成为一种习惯？,怎样让学习成为孩子的一种习惯？我觉得应该从以下几方面培养:1、养成良好的作息时间。2、端正学习态度，变负担为兴趣。3、培养意志力，把学习当做一种挑战。4、培养求知欲，激发直接学习兴趣。5、树立学习目标，调动间接学习兴趣。6、掌握科学的学习方法，提高学习效率。7、培养学生学习生活的能力。8、培养好行为好习惯的训练。通过以上几方面的培养，学生有了学习兴趣，特别是直接兴趣，学习活动对他来说就不是一种负担，还是一种享受、一种愉快的体验。学生会越学越想学，越爱学，有兴趣的学习事半功倍。,怎样让学习成为孩子的一种习惯？——分享学习自觉性应如何培养。上课不听，下课疯玩，放学不写作业……什么都喜欢，就是不爱学习。坐在书桌前就犯困，吃饭一餐不落下。学习已经成为终身的行为，从小培养孩子的学习自觉性十分必要。怎样让学习像吃饭睡觉一样，成为一种习惯？
如何提高学生汉语口头表达能力呢,如何提高小学生汉语口头表达能力呢？,多看多说多分享,如何提高小学生汉语口头表达能力呢？
